from;to
10366;MBOOndernemer/Middenkader Medewerker Breedvak Maatkleding (middenkaderopleiding)
10367;MBOSpecialist Veredeling (vakopleiding)
10368;MBOMonteur Mechanische Verwerking (vakopleiding)
10369;MBOSpecialist Mechanische Verwerking (vakopleiding)
10370;MBOUitvoerend Medewerker Kleinvak Maatkleding (basisberoepsopleiding)
10371;MBOUitvoerend Medewerker Naai-/Perszaal (basisberoepsopleiding)
10372;MBOUitvoerend Medewerker Snijzaal (basisberoepsopleiding)
10373;MBOOperator Filament- en Vezelvervaardiging (basisberoepsopleiding)
10374;MBOOperator Veredeling (basisberoepsopleiding)
10375;MBOOperator Garenverwerking (basisberoepsopleiding)
10376;MBOOperator Vliesstofvervaardiging (basisberoepsopleiding)
10377;MBOOperator Vezelverwerking (basisberoepsopleiding)
10378;MBOAssistent Medewerker Naaizaal (assistentenopleiding)
10379;MBOAssistent Operator Veredeling (assistentenopleiding)
10380;MBOAssistent Operator Garenverwerking (assistentenopleiding)
10381;MBOAssistent Operator Vezelverwerking (assistentenopleiding)
10382;MBOMiddenkaderfunctionaris Recreatie (middenkaderopleiding)
10383;MBOMiddenkaderfunctionaris Toeristische Informatie (middenkaderopleiding)
10384;MBOMiddenkaderfunctionaris Reizen (middenkaderopleiding)
10385;MBOAfdelingsmanager (middenkaderopleiding)
10386;MBOHoreca-Ondernemer Cafe/Bar en Fast Food (middenkaderopleiding)
10387;MBORestaurateur (middenkaderopleiding)
10388;MBOHoreca-ondernemer/-manager (middenkaderopleiding)
10389;MBOGespecialiseerd Kok (specialistenopleiding)
10390;MBODieetkok (specialistenopleiding)
10391;MBOZelfstandig Werkend Medewerker Recreatie (vakopleiding)
10392;MBOZelfstandig Werkend Medewerker Toeristische Informatie (vakopleiding)
10393;MBOZelfstandig Werkend Medewerker Reizen (vakopleiding)
10394;MBOZelfstandig Werkend Gastheer/-vrouw (vakopleiding)
10395;MBOZelfstandig Werkend Kok (vakopleiding)
10396;MBOMedewerker Recreatie (basisberoepsopleiding)
10397;MBOMedewerker Reizen & Toeristische Informatie (basisberoepsopleiding)
10398;MBOReceptionist (basisberoepsopleiding)
10399;MBOGastheer/Gastvrouw (basisberoepsopleiding)
10400;MBOKok (basisberoepsopleiding)
10401;MBOBartender (basisberoepsopleiding)
10402;MBOFast Food-Specialist (basisberoepsopleiding)
10403;MBOHoreca-Assistent (assistentenopleiding)
10404;MBOMiddenkaderfunctionaris Milieutechniek (middenkaderopleiding)
10405;MBOUitvoerend Milieumedewerker (assistentenopleiding)
10406;MBOMiddenkaderfunctionaris Medische Laboratoriumtechniek (middenkaderopleiding)
10407;MBOMiddenkaderfunctionaris Chemische Laboratoriumtechniek (middenkaderopleiding)
10408;MBOMiddenkaderfunctionaris Biologische Laboratoriumtechniek (middenkaderopleiding)
10409;MBOMiddenkaderfunctionaris Laboratoriumtechniek (middenkaderopleiding)
10410;MBOVakfunctionaris Medische Laboratoriumtechniek (vakopleiding)
10411;MBOVakfunctionaris Chemische Laboratoriumtechniek (vakopleiding)
10412;MBOVakfunctionaris Biotechniek (vakopleiding)
10413;MBOVakfunctionaris Biologische Laboratoriumtechniek (vakopleiding)
10414;MBOProefdierverzorger (basisberoepsopleiding)
10415;MBOLaborant (basisberoepsopleiding)
10416;MBOMiddenkaderfunctionaris Fotonica (middenkaderopleiding)
10417;MBOMiddenkaderfuctionaris Procestechniek (middenkaderopleiding)
10418;MBOMechanisch Operator C (specialistenopleiding)
10419;MBOProcesoperator C (specialistenopleiding)
10420;MBOMechanisch Operator B (vakopleiding)
10421;MBOProcesoperator B (vakopleiding)
10422;MBOOperator A (basisberoepsopleiding)
10423;MBOMechanisch Operator A (basisberoepsopleiding)
10424;MBOProcesoperator A (basisberoepsopleiding)
10425;MBOBasisoperator (assistentenopleiding)
10426;MBOVerpleegkundige (middenkaderopleiding)
10427;MBOVerzorgende (vakopleiding)
10428;MBOHelpende (basisberoepsopleiding)
10429;MBOPraktijkopleider (specialistenopleiding)
10430;MBOSport- en Bewegingsleider (middenkaderopleiding)
10431;MBOSociaal Dienstverlener (middenkaderopleiding)
10432;MBOSociaal Cultureel Werker (middenkaderopleiding)
10433;MBOSociaal Pedagogisch Werker (middenkaderopleiding)
10434;MBOActiviteitenbegeleider (middenkaderopleiding)
10435;MBOApothekersassistent (middenkaderopleiding)
10436;MBOTandartsassistent (middenkaderopleiding)
10437;MBODoktersassistent (middenkaderopleiding)
10438;MBOMedewerker Facilitaire Dienstverlening, Niveau 4 (middenkaderopleiding)
10439;MBOLeidster Kindercentra M/V (vakopleiding)
10440;MBOMedewerker Facilitaire Dienstverlening, Niveau 2 (basisberoepsopleiding)
10441;MBOVoedingsassistent (basisberoepsopleiding)
10442;MBOMiddenkaderfunctionaris Geodesie (middenkaderopleiding)
10443;MBOMiddenkaderfunctionaris Grond-, Water- en Wegenbouw (middenkaderopleiding)
10444;MBOMachinist Funderingsmachines (vakopleiding)
10445;MBOMachinist Torenkraan (vakopleiding)
10446;MBOMachinist Mobiele Kraan (vakopleiding)
10447;MBOMachinist Wegenbouwmachines (vakopleiding)
10448;MBOMachinist Grondverzetmachines (vakopleiding)
10449;MBOMiddenkaderfunctionaris Machinale Wegenbouw (middenkaderopleiding)
10450;MBOMachinist Grond-, Water- en Wegenbouw (vakopleiding)
10451;MBOMonteur GWW-machines SOMA (vakopleiding)
10452;MBOMonteur GWW-machines (vakopleiding)
10453;MBOBuizenlegger (vakopleiding)
10454;MBOAankomend Buizenlegger (basisberoepsopleiding)
10455;MBOKabelwerker (basisberoepsopleiding)
10456;MBOWaterbouwer (vakopleiding)
10457;MBOAankomend Waterbouwer (basisberoepsopleiding)
10458;MBORioleringswerker (vakopleiding)
10459;MBOAankomend Rioleringswerker (basisberoepsopleiding)
10460;MBOWegenwerker (vakopleiding)
10461;MBOAankomend Wegenwerker (basisberoepsopleiding)
10462;MBOStraatmaker (vakopleiding)
10463;MBOAankomend Straatmaker (basisberoepsopleiding)
10464;MBOAfdelingschef Wonen (middenkaderopleiding)
10465;MBOKaderfunctionaris Meubelstofferen (middenkaderopleiding)
10466;MBOKaderfunctionaris Meubel-/Interieurbouwbedrijf (middenkaderopleiding)
10467;MBOKaderfunctionaris Timmerindustrie (middenkaderopleiding)
10468;MBOKaderfunctionaris Houthandel (middenkaderopleiding)
10469;MBOAllround Woningstoffeerder (vakopleiding)
10470;MBOVerkoopadviseur Wonen (vakopleiding)
10471;MBOAllround Meubelstoffeerder (vakopleiding)
10472;MBOAllround Meubelmaker / Interieurbouwer / Scheepsinterieurbouwer (vakopleiding)
10473;MBOAllround Machinaal Houtbewerker Timmer-/Meubelindustrie (vakopleiding)
10474;MBOAllround Werkplaatstimmerman (vakopleiding)
10475;MBOAllround Gereedschapslijper (vakopleiding)
10476;MBOAllround Bestekzoeker (vakopleiding)
10477;MBOAllround Machinaal Houtbewerker Houthandel (vakopleiding)
10478;MBOParketlegger (basisberoepsopleiding)
10479;MBOWoningstoffeerder (basisberoepsopleiding)
10480;MBOVerkoper Wonen (basisberoepsopleiding)
10481;MBOMeubelstoffeerder (basisberoepsopleiding)
10482;MBOMeubelmaker / Interieurbouwer / Scheepsinterieurbouwer (basisberoepsopleiding)
10483;MBOMachinaal Houtbewerker Timmerindustrie/Meubelindustrie (basisberoepsopleiding)
10484;MBOWerkplaatstimmerman (basisberoepsopleiding)
10485;MBOGereedschapslijper (basisberoepsopleiding)
10486;MBOBestekzoeker (basisberoepsopleiding)
10487;MBOMachinaal Houtbewerker Houthandel (basisberoepsopleiding)
10488;MBOVloerenstoffeerder (assistentenopleiding)
10489;MBOAssistent Verkoper Wonen (assistentenopleiding)
10490;MBOMontagemedewerker Timmerindustrie (assistentenopleiding)
10491;MBOAssistent Machinaal Houtbewerker (assistentenopleiding)
10492;MBOAssistent Bestekzoeker (assistentenopleiding)
10493;MBOSpecialist Banketbakker (specialistenopleiding)
10494;MBOLeidinggevende (middenkaderopleiding)
10495;MBOSpecialist Broodbakker (specialistenopleiding)
10496;MBOAll-Round Banketbakker (vakopleiding)
10497;MBOAll-Round Brood- en Banketbakker (vakopleiding)
10498;MBOAll-Round Broodbakker (vakopleiding)
10499;MBOBanketbakker (basisberoepsopleiding)
10500;MBOBrood- en Banketbakker (basisberoepsopleiding)
10501;MBOBroodbakker (basisberoepsopleiding)
10502;MBOBanketbakker Grootbedrijf (basisberoepsopleiding)
10503;MBOBroodbakker Grootbedrijf (basisberoepsopleiding)
10504;MBOAssistent Bakker (assistentenopleiding)
10505;MBOVoetverzorger (vakopleiding)
10506;MBOSchoonheidsspecialist (vakopleiding)
10507;MBOAll-Round Kapper (vakopleiding)
10508;MBOKapper (basisberoepsopleiding)
10509;MBOLeidinggevende Vleesbe- en -verwerkende Industrie (middenkaderopleiding)
10510;MBOProduktievakkracht Vleesbe- en -verwerkende Industrie (vakopleiding)
10511;MBOProduktiemedewerker Vleesbe- en -Verwerkende Industrie (basisberoepsopleiding)
10512;MBOProduktie-assistent Vleesbe- en -verwerkende Industrie (assistentenopleiding)
10513;MBOIslamitische Slager (vakopleiding)
10514;MBOMedewerker Islamitische Slagerij (basisberoepsopleiding)
10515;MBOAssistent Islamitische Slagerij (assistentenopleiding)
10516;MBOManager Vleesdetailhandel (middenkaderopleiding)
10517;MBOChef Vleesdetailhandel (vakopleiding)
10518;MBOTraiteur (vakopleiding)
10519;MBOVleeswarenbereider (vakopleiding)
10520;MBOVleesbewerker (vakopleiding)
10521;MBOWinkelslager (vakopleiding)
10522;MBOProduktiemedewerker Vleesbe- en -verwerkende Detailhandel (basisberoepsopleiding)
10523;MBOVerkoopmedewerker Vleesdetailhandel (basisberoepsopleiding)
10524;MBOVerwarmingsmonteur (VM) (vakopleiding)
10525;MBOTekenaar Gebouwinstallaties (TGIsan) (basisberoepsopleiding)
10526;MBOTekenaar Gebouwinstallaties (TGIsan/cv/vent) (basisberoepsopleiding)
10527;MBOTekenaar Gebouwinstallaties (TGIcv/vent) (basisberoepsopleiding)
10528;MBOServicetechnicus (ST) (specialistenopleiding)
10529;MBOServicemonteur Verwarmingstechniek (SEMv) (vakopleiding)
10530;MBOServicemonteur Koudetechniek (SEMk) (vakopleiding)
10531;MBOServicemonteur Installatietechniek (SEMi) (vakopleiding)
10532;MBOProjectleider Koudetechniek (PLk) (vakopleiding)
10533;MBOOnderhoudsmonteur Verwarmingstechniek (OMv) (vakopleiding)
10534;MBOOnderhoudsmonteur Installatietechniek (OMi) (basisberoepsopleiding)
10535;MBOMonteur Koudetechniek (Mk) (basisberoepsopleiding)
10536;MBOMontage-Assistent Verwarmingstechniek (MASv) (assistentenopleiding)
10537;MBOMontage-Assistent Koudetechniek (MASk) (assistentenopleiding)
10538;MBOMontage-Assistent Installatietechniek (MASi) (assistentenopleiding)
10539;MBOMontage-Assistent Distributietechniek (MASd) (assistentenopleiding)
10540;MBOInstallatiemonteur met Specialisatie Utiliteit (IMu) (vakopleiding)
10541;MBOInstallatiemonteur met Specialisatie Woningbouw (IMw) (vakopleiding)
10542;MBOInstallatiemonteur met specialisatie Dakbedekking (IMd) (vakopleiding)
10543;MBODistributiemonteur Water (DMw) (vakopleiding)
10544;MBODistributiemonteur Gas (DMg) (vakopleiding)
10545;MBODakbedekkingsmonteur(DAKM) (vakopleiding)
10546;MBOAssistent Verwarmingsmonteur (AVM) (basisberoepsopleiding)
10547;MBOAankomend Projecttechnicus Gebouwinstallaties (APGsan) (vakopleiding)
10548;MBOAankomend Projecttechnicus Gebouwinstallaties (APGsan/cv/ac) (vakopleiding)
10549;MBOAankomend Ontwerptechnicus Gebouwinstallaties (AOGsan/cv/ac) (vakopleiding)
10550;MBOAankomend Ontwerptechnicus Gebouwinstallaties (AOGsan) (vakopleiding)
10551;MBOAssistent Installatiemonteur (AIMv) (basisberoepsopleiding)
10552;MBOAssistent Installatiemonteur (AIMdv) (basisberoepsopleiding)
10553;MBOAssistent Installatiemonteur (AIMd) (basisberoepsopleiding)
10554;MBOAssistent Distributiemonteur Water (ADMw) (basisberoepsopleiding)
10555;MBOAssistent Distributiemonteur Gas (ADMg) (basisberoepsopleiding)
10556;MBOAssistent Dakbedekkingsmonteur (ADAK) (basisberoepsopleiding)
10557;MBOZelfstandig beroepsbeoefenaar hoefsmid (overige opleiding)
10558;MBOKaderfunctionaris milieutoezicht (overige opleiding)
10559;MBOGespecialiseerd beroepsbeoefenaar bos- en natuurbeheer (overige opleiding)
10560;MBOKaderfunctionaris bos- en natuurbeheer (overige opleiding)
10561;MBOGespecialiseerd beroepsbeoefenaar land-, water- en milieubeheer (overige opleiding)
10562;MBOKaderfunctionaris land-, water- en milieubeheer (overige opleiding)
10563;MBOGespecialiseerd beroepsbeoefenaar groenbeheer (overige opleiding)
10564;MBOKaderfunctionaris groenbeheer (overige opleiding)
10565;MBOZelfstandig beroepsbeoefenaar tuincentrum (overige opleiding)
10566;MBOZelfstandig beroepsbeoefenaar land, water en milieu (overige opleiding)
10567;MBOZelfstandig beroepsbeoefenaar groot groen (overige opleiding)
10568;MBOZelfstandig beroepsbeoefenaar klein groen (overige opleiding)
10569;MBOAssistent beroepsbeoefenaar groene ruimte (assistentenopleiding)
10570;MBOBeginnend beroepsbeoefenaar groene ruimte (basisberoepsopleiding)
10571;MBOGespecialiseerd beroepsbeoefenaar paardenhouderij en management (overige opleiding)
10572;MBOKaderfunctionaris paardenhouderij en management (overige opleiding)
10573;MBOGespecialiseerd beroepsbeoefenaar paardesport (overige opleiding)
10574;MBOKaderfunctionaris paardesport (overige opleiding)
10575;MBOZelfstandig beroepsbeoefenaar paardenhouderij en paardesport (overige opleiding)
10576;MBOZelfstandig beroepsbeoefenaar paardenhouderij (overige opleiding)
10577;MBOBeginnend beroepsbeoefenaar paardenhouderij en paardesport (basisberoepsopleiding)
10578;MBOKaderfunctionaris bd land- en tuinbouw (overige opleiding)
10579;MBOZelfstandig beroepsbeoefenaar bd land- en tuinbouw (overige opleiding)
10580;MBOBeginnend beroepsbeoefenaar bd land- en tuinbouw (basisberoepsopleiding)
10581;MBOGespecialiseerd beroepsbeoefenaar dierenzorg (overige opleiding)
10582;MBOKaderfunctionaris dierenzorg (overige opleiding)
10583;MBOGespecialiseerd beroepsbeoefenaar dierenonderneming (overige opleiding)
10584;MBOKaderfunctionaris dierenonderneming (overige opleiding)
10585;MBOZelfstandig beroepsbeoefenaar dierenzorg (overige opleiding)
10586;MBOZelfstandig beroepsbeoefenaar dierenonderneming (overige opleiding)
10587;MBOBeginnend beroepsbeoefenaar dierverzorging (basisberoepsopleiding)
10588;MBOSpecialist bloembinden (overige opleiding)
10589;MBOMiddenkaderfunctionaris bloemschikken (overige opleiding)
10590;MBOZelfstandig beroepsbeoefenaar handel in plantenteeltprodukten (overige opleiding)
10591;MBOZelfstandig beroepsbeoefenaar tuincentrum (overige opleiding)
10592;MBOZelfstandig beroepsbeoefenaar bloemendetailhandel (overige opleiding)
10593;MBOBeginnend beroepsbeoefenaar bloemschikken (basisberoepsopleiding)
10594;MBOKaderfunctionaris kwaliteitszorg vleesketen (overige opleiding)
10595;MBOGespecialiseerd beroepsbeoefenaar levensmiddelentechnologie en kwaliteitszorg (overige opleiding)
10596;MBOKaderfunctionaris levensmiddelentechnologie en kwaliteitszorg (overige opleiding)
10597;MBOKaderfunctionaris levensmiddelentechnologie en produktcontrole (overige opleiding)
10598;MBOGespecialiseerd beroepsbeoefenaar mengvoederindustrie (overige opleiding)
10599;MBOKaderfunctionaris mengvoederindustrie (overige opleiding)
10600;MBOKaderfunctionaris levensmiddelentechnologie en milieutechnologie (overige opleiding)
10601;MBOGespecialiseerd beroepsbeoefenaar levensmiddelen- en produkttechnologie (overige opleiding)
10602;MBOKaderfunctionaris levensmiddelen- en produkttechnologie (overige opleiding)
10603;MBOZelfstandig beroepsbeoefenaar kwaliteitszorg vlees en vleesverwerking (overige opleiding)
10604;MBOZelfstandig beroepsbeoefenaar levensmiddelentechnologie (overige opleiding)
10605;MBOAssistent beroepsbeoefenaar levensmiddelentechnologie (assistentenopleiding)
10606;MBOBeginnend beroepsbeoefenaar levensmiddelentechnologie (basisberoepsopleiding)
10607;MBOKaderfunctionaris kwaliteitszorg vleesketen (overige opleiding)
10608;MBOKaderfunctionaris veehouderij en milieu (overige opleiding)
10609;MBOKaderfunctionaris veehouderij en handel (overige opleiding)
10610;MBOGespecialiseerd beroepsbeoefenaar veehouderij en management (overige opleiding)
10611;MBOKaderfunctionaris veehouderij en management (overige opleiding)
10612;MBOZelfstandig beroepsbeoefenaar kwaliteitszorg vee en vlees (overige opleiding)
10613;MBOZelfstandig beroepsbeoefenaar pluimveehouderij (overige opleiding)
10614;MBOZelfstandig beroepsbeoefenaar varkenshouderij (overige opleiding)
10615;MBOZelfstandig beroepsbeoefenaar melkveehouderij (overige opleiding)
10616;MBOBeginnend beroepsbeoefenaar veehouderij (basisberoepsopleiding)
10617;MBOGespecialiseerd beroepsbeoefenaar loonwerk (overige opleiding)
10618;MBOKaderfunctionaris plantenteelt en milieu (overige opleiding)
10619;MBOGespecialiseerd beroepsbeoefenaar plantenteelt en handel (overige opleiding)
10620;MBOKaderfunctionaris plantenteelt en handel (overige opleiding)
10621;MBOGespecialiseerd beroepsbeoefenaar plantenteelt en management (overige opleiding)
10622;MBOKaderfunctionaris plantenteelt en management (overige opleiding)
10623;MBOZelfstandig beroepsbeoefenaar paddestoelenteelt (overige opleiding)
10624;MBOZelfstandig beroepsbeoefenaar loonwerk (overige opleiding)
10625;MBOZelfstandig beroepsbeoefenaar handel in plantenteeltproducten (overige opleiding)
10626;MBOZelfstandig beroepsbeoefenaar boomteelt (overige opleiding)
10627;MBOZelfstandig beroepsbeoefenaar bollenteelt (overige opleiding)
10628;MBOZelfstandig beroepsbeoefenaar fruitteelt (overige opleiding)
10629;MBOZelfstandig beroepsbeoefenaar akkerbouw (overige opleiding)
10630;MBOZelfstandig beroepsbeoefenaar potplantenteelt (overige opleiding)
10631;MBOZelfstandig beroepsbeoefenaar bloementeelt (overige opleiding)
10632;MBOZelfstandig beroepsbeoefenaar groenteteelt (overige opleiding)
10633;MBOBeginnend beroepsbeoefenaar handel in plantenteeltproducten (basisberoepsopleiding)
10634;MBOAssistent beroepsbeoefenaar plantenteelt (assistentenopleiding)
10635;MBOBeginnend beroepsbeoefenaar plantenteelt (basisberoepsopleiding)
10636;MBOMedewerker Goederenontvangst en Voorraadbeheer (overige opleiding)
10637;MBOMedewerker Orderverzamelen en Goederenuitlevering (overige opleiding)
10638;MBOScheepsbouwkundige (Scheepsbouw) (middenkaderopleiding)
10639;MBOBaggeraar (Baggerbedrijf) (middenkaderopleiding)
10640;MBOBaggeraar/Machinist (Baggerbedrijf) (middenkaderopleiding)
10641;MBOBaggeraar/Stuurman (Baggerbedrijf) (middenkaderopleiding)
10642;MBOMaritiem Officier (Zeevaart) (middenkaderopleiding)
10643;MBOStuurman/Werktuigkundige Zeevisvaart SW6 (basisberoepsopleiding)
10644;MBOStuurman/Werktuigkundige Kleine Schepen (Zeevaart) (vakopleiding)
10645;MBOStuurman/Werktuigkundige Zeevisvaart SW5 (vakopleiding)
10646;MBOBakschipper/Dekknecht (Baggerbedrijf) (basisberoepsopleiding)
10647;MBOScheepstechnicus (Zeevaart) (basisberoepsopleiding)
10648;MBOSchipper/Machinist Beperkt Werkgebied (basisberoepsopleiding)
10649;MBOStuurman/Werktuigkundige Zeevisvaart SW-IV (middenkaderopleiding)
10650;MBOKapitein (vakopleiding)
10651;MBOStuurman/Schipper (vakopleiding)
10652;MBOMatroos (basisberoepsopleiding)
10653;MBOBootman (basisberoepsopleiding)
10654;MBOLuchtvaartdienstverlener (middenkaderopleiding)
10655;MBOLuchtvaartlogisticus (middenkaderopleiding)
10656;MBOManager Opslag en Vervoer (middenkaderopleiding)
10657;MBOSpecialist Gevaarlijke Stoffen (specialistenopleiding)
10658;MBOOndernemingsmanager (middenkaderopleiding)
