"X_id","BEVOEGD_GEZAG_CODE","BEVOEGD_GEZAG_NAAM","INSTELLINGSCODE","INSTELLINGSNAAM","VESTIGINGSCODE","VESTIGINGSNAAM","GEMEENTENAAM","PLAATSNAAM","ERKENDEOPLEIDINGSCODE","INSTROOM_EINDDATUM","OPLEIDINGSEENHEIDCODE","EIGEN_OPLEIDINGSEENHEIDSLEUTEL","OPLEIDINGSEENHEID_NAAM","OPLEIDINGSEENHEID_INTERNATIONALE_NAAM","OPLEIDINGSEENHEID_SOORT","STUDIELAST","STUDIELASTEENHEID","NIVEAU","GRAAD","GRAADTOEVOEGING","ISCED","NLQF","EQF","VORM","ONDERDEEL","SUBONDERDEEL","BEKOSTIGINGSNIVEAU","GRONDSLAG_STUDIELAST","BEROEPSEISEN","OPLEIDINGSERKENNINGSKADER","INTENSIEFPROGRAMMA","BEKOSTIGINGSCODE","AANVULLENDE_EISEN","BEKOSTIGINGSDUUR","VESTIGINGSLICENTIE_BEGINDATUM","VESTIGINGSLICENTIE_EINDDATUM","ACCREDITATIE_BESLUITDATUM","ACCREDITATIE_BEGINDATUM","ACCREDITATIE_VERVALDATUM","ACCREDITATIE_AFBOUWDATUM","ACCREDITATIE_INLEVERDATUM","ACCREDITATIE_VOORWAARDENDATUM","ACCREDITATIE_INTREKKINGSDATUM","ACCREDITATIE_UITSTELDATUM","ACCREDITATIE_UITSTELREDEN","SAMENWERKENDEINSTELLINGEN"
36,80121,"Universiteit Nyenrode B.V.","01MC","Nyenrode Business Universiteit","01MC00","Nyenrode Business Universiteit; Breukelen","Stichtse Vecht","BREUKELEN UT",60477,NA,"1016O1924",NA,"Impact MBA","Impact MBA","OPLEIDING",68,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",NA,7,7,"DEELTIJD","ECONOMIE",NA,NA,"INSTELLING","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"AANGEWEZEN","GEEN_AANVULLENDE_EISEN",NA,"2025-04-03T00:00:00",NA,"2025-03-17T00:00:00","2025-04-03T00:00:00","2031-03-17T00:00:00",NA,NA,NA,NA,"2031-09-01T00:00:00","ART_5_31_LID_3",NA
37,80121,"Universiteit Nyenrode B.V.","01MC","Nyenrode Business Universiteit","01MC00","Nyenrode Business Universiteit; Breukelen","Stichtse Vecht","BREUKELEN UT",60477,NA,"1016O1924",NA,"Impact MBA","Impact MBA","OPLEIDING",68,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",NA,7,7,"VOLTIJD","ECONOMIE",NA,NA,"INSTELLING","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"AANGEWEZEN","GEEN_AANVULLENDE_EISEN",NA,"2025-09-01T00:00:00",NA,"2025-03-17T00:00:00","2025-04-03T00:00:00","2031-03-17T00:00:00",NA,NA,NA,NA,"2031-09-01T00:00:00","ART_5_31_LID_3",NA
38,80121,"Universiteit Nyenrode B.V.","01MC","Nyenrode Business Universiteit","01MC00","Nyenrode Business Universiteit; Breukelen","Stichtse Vecht","BREUKELEN UT",60687,NA,"1001O6918",NA,"Fiscaal Recht","Fiscal Law","OPLEIDING",70,"ECTS_PUNT","WO-MA","MASTER","OF_LAWS",NA,7,7,"DEELTIJD","RECHT",NA,NA,"INSTELLING","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"AANGEWEZEN","GEEN_AANVULLENDE_EISEN",NA,"2013-09-23T00:00:00",NA,"2024-12-19T00:00:00",NA,NA,NA,"2030-11-01T00:00:00",NA,NA,NA,NA,NA
39,80121,"Universiteit Nyenrode B.V.","01MC","Nyenrode Business Universiteit","01MC00","Nyenrode Business Universiteit; Breukelen","Stichtse Vecht","BREUKELEN UT",60986,NA,"1001O8795",NA,"Fiscale Economie","Fiscal Economics","OPLEIDING",70,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",NA,7,7,"DEELTIJD","ECONOMIE",NA,NA,"INSTELLING","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"AANGEWEZEN","GEEN_AANVULLENDE_EISEN",NA,"2022-02-23T00:00:00",NA,"2025-06-11T00:00:00",NA,"2028-02-23T00:00:00",NA,NA,NA,NA,NA,NA,NA
40,80121,"Universiteit Nyenrode B.V.","01MC","Nyenrode Business Universiteit","01MC00","Nyenrode Business Universiteit; Breukelen","Stichtse Vecht","BREUKELEN UT",66420,NA,"1001O7293",NA,"Management",NA,"OPLEIDING",63,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",NA,7,7,"DEELTIJD","ECONOMIE",NA,NA,"INSTELLING","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"AANGEWEZEN","GEEN_AANVULLENDE_EISEN",NA,"2003-09-01T00:00:00",NA,"2025-07-23T00:00:00",NA,NA,NA,"2031-05-01T00:00:00",NA,NA,NA,NA,NA
41,80121,"Universiteit Nyenrode B.V.","01MC","Nyenrode Business Universiteit","01MC00","Nyenrode Business Universiteit; Breukelen","Stichtse Vecht","BREUKELEN UT",66420,NA,"1001O7293",NA,"Management",NA,"OPLEIDING",63,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",NA,7,7,"VOLTIJD","ECONOMIE",NA,NA,"INSTELLING","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"AANGEWEZEN","GEEN_AANVULLENDE_EISEN",NA,"2003-09-01T00:00:00",NA,"2025-07-23T00:00:00",NA,NA,NA,"2031-05-01T00:00:00",NA,NA,NA,NA,NA
42,80121,"Universiteit Nyenrode B.V.","01MC","Nyenrode Business Universiteit","01MC00","Nyenrode Business Universiteit; Breukelen","Stichtse Vecht","BREUKELEN UT",66436,NA,"1001O7296",NA,"Controlling",NA,"OPLEIDING",60,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",NA,7,7,"DEELTIJD","ECONOMIE",NA,NA,"WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"AANGEWEZEN","GEEN_AANVULLENDE_EISEN",NA,"2003-09-01T00:00:00",NA,"2019-08-23T00:00:00","2019-08-23T00:00:00",NA,NA,"2025-05-01T00:00:00",NA,NA,"2027-05-02T00:00:00","ART_5_16_LID_4",NA
43,80121,"Universiteit Nyenrode B.V.","01MC","Nyenrode Business Universiteit","01MC00","Nyenrode Business Universiteit; Breukelen","Stichtse Vecht","BREUKELEN UT",75019,"2025-12-05T00:00:00","1001O8115",NA,"Executive Master of Finance and Control",NA,"OPLEIDING",68,"ECTS_PUNT","WO-PM","MASTER","OF_SCIENCE",NA,7,7,"DEELTIJD","ECONOMIE",NA,NA,"INSTELLING","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"NIET_BEKOSTIGD","GEEN_AANVULLENDE_EISEN",NA,"2006-12-15T00:00:00","2029-03-01T00:00:00","2023-06-30T00:00:00","2023-06-30T00:00:00",NA,NA,"2029-05-01T00:00:00",NA,NA,NA,NA,NA
44,80121,"Universiteit Nyenrode B.V.","01MC","Nyenrode Business Universiteit","01MC00","Nyenrode Business Universiteit; Breukelen","Stichtse Vecht","BREUKELEN UT",75172,NA,"1016O6232",NA,"Executive Master of Finance and Control",NA,"OPLEIDING",60,"ECTS_PUNT","WO-PM","MASTER","OF_SCIENCE",NA,7,7,"DEELTIJD","ECONOMIE",NA,NA,"INSTELLING","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"AANGEWEZEN","GEEN_AANVULLENDE_EISEN",NA,"2025-12-05T00:00:00",NA,"2023-06-30T00:00:00",NA,NA,NA,"2029-05-01T00:00:00",NA,NA,NA,NA,NA
45,80121,"Universiteit Nyenrode B.V.","01MC","Nyenrode Business Universiteit","01MC01","Nyenrode Business Univ.; Amsterdam","Amsterdam","AMSTERDAM",50897,NA,"1001O5747",NA,"Business Administration","Business Administration","OPLEIDING",180,"ECTS_PUNT","WO-BA","BACHELOR","OF_SCIENCE",NA,6,6,"VOLTIJD","ECONOMIE",NA,NA,"WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"AANGEWEZEN","GEEN_AANVULLENDE_EISEN",NA,"2020-09-01T00:00:00",NA,"2025-07-23T00:00:00",NA,NA,NA,"2031-05-01T00:00:00",NA,NA,NA,NA,NA
46,80121,"Universiteit Nyenrode B.V.","01MC","Nyenrode Business Universiteit","01MC01","Nyenrode Business Univ.; Amsterdam","Amsterdam","AMSTERDAM",60477,NA,"1016O1924",NA,"Impact MBA","Impact MBA","OPLEIDING",68,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",NA,7,7,"DEELTIJD","ECONOMIE",NA,NA,"INSTELLING","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"AANGEWEZEN","GEEN_AANVULLENDE_EISEN",NA,"2025-04-03T00:00:00",NA,"2025-03-17T00:00:00","2025-04-03T00:00:00","2031-03-17T00:00:00",NA,NA,NA,NA,"2031-09-01T00:00:00","ART_5_31_LID_3",NA
47,80121,"Universiteit Nyenrode B.V.","01MC","Nyenrode Business Universiteit","01MC01","Nyenrode Business Univ.; Amsterdam","Amsterdam","AMSTERDAM",60477,NA,"1016O1924",NA,"Impact MBA","Impact MBA","OPLEIDING",68,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",NA,7,7,"VOLTIJD","ECONOMIE",NA,NA,"INSTELLING","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"AANGEWEZEN","GEEN_AANVULLENDE_EISEN",NA,"2025-09-01T00:00:00",NA,"2025-03-17T00:00:00","2025-04-03T00:00:00","2031-03-17T00:00:00",NA,NA,NA,NA,"2031-09-01T00:00:00","ART_5_31_LID_3",NA
48,80121,"Universiteit Nyenrode B.V.","01MC","Nyenrode Business Universiteit","01MC01","Nyenrode Business Univ.; Amsterdam","Amsterdam","AMSTERDAM",66420,NA,"1001O7293",NA,"Management",NA,"OPLEIDING",63,"ECTS_PUNT","WO-MA","MASTER","OF_SCIENCE",NA,7,7,"VOLTIJD","ECONOMIE",NA,NA,"INSTELLING","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"AANGEWEZEN","GEEN_AANVULLENDE_EISEN",NA,"2018-09-01T00:00:00",NA,"2025-07-23T00:00:00",NA,NA,NA,"2031-05-01T00:00:00",NA,NA,NA,NA,NA
49,42609,"Stichting Christel. Hogesch. Windesheim","01VU","Christelijke Hogeschool Windesheim","01VU00","Christelijke Hogeschool Windesheim; Zwolle","Zwolle","ZWOLLE",30012,NA,"1001O2649",NA,"Pedagogisch Management Kind en Educatie","Educational Management Childcare","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_ARTS",NA,6,6,"DEELTIJD","GEDRAG_EN_MAATSCHAPPIJ",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2011-09-01T00:00:00",NA,"2021-11-24T00:00:00","2021-11-24T00:00:00",NA,NA,"2027-05-01T00:00:00",NA,NA,NA,NA,NA
50,42609,"Stichting Christel. Hogesch. Windesheim","01VU","Christelijke Hogeschool Windesheim","01VU00","Christelijke Hogeschool Windesheim; Zwolle","Zwolle","ZWOLLE",30012,NA,"1001O2649",NA,"Pedagogisch Management Kind en Educatie","Educational Management Childcare","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_ARTS",NA,6,6,"DUAAL","GEDRAG_EN_MAATSCHAPPIJ",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2023-09-01T00:00:00",NA,"2021-11-24T00:00:00","2021-11-24T00:00:00",NA,NA,"2027-05-01T00:00:00",NA,NA,NA,NA,NA
51,42609,"Stichting Christel. Hogesch. Windesheim","01VU","Christelijke Hogeschool Windesheim","01VU00","Christelijke Hogeschool Windesheim; Zwolle","Zwolle","ZWOLLE",30012,NA,"1001O2649",NA,"Pedagogisch Management Kind en Educatie","Educational Management Childcare","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_ARTS",NA,6,6,"VOLTIJD","GEDRAG_EN_MAATSCHAPPIJ",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2010-09-01T00:00:00",NA,"2021-11-24T00:00:00","2021-11-24T00:00:00",NA,NA,"2027-05-01T00:00:00",NA,NA,NA,NA,NA
52,42609,"Stichting Christel. Hogesch. Windesheim","01VU","Christelijke Hogeschool Windesheim","01VU00","Christelijke Hogeschool Windesheim; Zwolle","Zwolle","ZWOLLE",30017,NA,"1001O2659",NA,"Global Project and Change Management","Global Project and Change Management","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_BUSINESS_ADMINISTRATION",NA,6,6,"VOLTIJD","SECTOROVERSTIJGEND","ONDERWIJS_LANDBOUW_EN_NATUURLIJKE_OMGEVING_NATUUR_TECHNIEK_GEZONDHEID","HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN","KLEINSCHALIG_EN_INTENSIEF_ONDERWIJS_MET_SPECIFIEKE_SELECTIECRITERIA","BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2009-09-01T00:00:00",NA,"2020-09-24T00:00:00","2020-09-24T00:00:00",NA,NA,"2026-05-01T00:00:00",NA,NA,NA,NA,NA
53,42609,"Stichting Christel. Hogesch. Windesheim","01VU","Christelijke Hogeschool Windesheim","01VU00","Christelijke Hogeschool Windesheim; Zwolle","Zwolle","ZWOLLE",30020,NA,"1001O2665",NA,"HBO-ICT","Information & Communication Technology","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_SCIENCE",NA,6,6,"DEELTIJD","TECHNIEK",NA,"HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2015-09-01T00:00:00",NA,"2025-02-04T00:00:00",NA,NA,NA,"2030-11-01T00:00:00",NA,NA,NA,NA,NA
54,42609,"Stichting Christel. Hogesch. Windesheim","01VU","Christelijke Hogeschool Windesheim","01VU00","Christelijke Hogeschool Windesheim; Zwolle","Zwolle","ZWOLLE",30020,NA,"1001O2665",NA,"HBO-ICT","Information & Communication Technology","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_SCIENCE",NA,6,6,"VOLTIJD","TECHNIEK",NA,"HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2015-09-01T00:00:00",NA,"2025-02-04T00:00:00",NA,NA,NA,"2030-11-01T00:00:00",NA,NA,NA,NA,NA
55,42609,"Stichting Christel. Hogesch. Windesheim","01VU","Christelijke Hogeschool Windesheim","01VU00","Christelijke Hogeschool Windesheim; Zwolle","Zwolle","ZWOLLE",30029,NA,"1001O2692",NA,"International Business","International Business","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_BUSINESS_ADMINISTRATION",NA,6,6,"VOLTIJD","ECONOMIE",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2018-09-01T00:00:00",NA,"2022-09-26T00:00:00","2022-09-26T00:00:00",NA,NA,"2028-05-01T00:00:00",NA,NA,NA,NA,NA
56,42609,"Stichting Christel. Hogesch. Windesheim","01VU","Christelijke Hogeschool Windesheim","01VU00","Christelijke Hogeschool Windesheim; Zwolle","Zwolle","ZWOLLE",30038,NA,"1001O2720",NA,"Ruimtelijke Ontwikkeling","Spatial Development","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_SCIENCE",NA,6,6,"VOLTIJD","TECHNIEK",NA,"HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2015-09-01T00:00:00",NA,"2019-08-20T00:00:00","2019-08-20T00:00:00",NA,NA,"2025-05-01T00:00:00",NA,NA,"2026-11-02T00:00:00","ART_5_16_LID_4",NA
57,42609,"Stichting Christel. Hogesch. Windesheim","01VU","Christelijke Hogeschool Windesheim","01VU00","Christelijke Hogeschool Windesheim; Zwolle","Zwolle","ZWOLLE",30109,"2022-09-01T00:00:00","1001O2750",NA,"Toegepaste Gerontologie","Applied Gerontology","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_SCIENCE",NA,6,6,"DEELTIJD","GEZONDHEIDSZORG",NA,"HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2010-09-01T00:00:00","2026-09-01T00:00:00","2021-10-05T00:00:00","2021-10-05T00:00:00",NA,"2026-09-01T00:00:00","2027-11-01T00:00:00",NA,NA,NA,NA,NA
58,42609,"Stichting Christel. Hogesch. Windesheim","01VU","Christelijke Hogeschool Windesheim","01VU00","Christelijke Hogeschool Windesheim; Zwolle","Zwolle","ZWOLLE",30109,"2022-09-01T00:00:00","1001O2750",NA,"Toegepaste Gerontologie","Applied Gerontology","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_SCIENCE",NA,6,6,"VOLTIJD","GEZONDHEIDSZORG",NA,"HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2010-09-01T00:00:00","2026-09-01T00:00:00","2021-10-05T00:00:00","2021-10-05T00:00:00",NA,"2026-09-01T00:00:00","2027-11-01T00:00:00",NA,NA,NA,NA,NA
59,42609,"Stichting Christel. Hogesch. Windesheim","01VU","Christelijke Hogeschool Windesheim","01VU00","Christelijke Hogeschool Windesheim; Zwolle","Zwolle","ZWOLLE",34035,NA,"1001O2781",NA,"Bedrijfskunde","Business Administration","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_SCIENCE",NA,6,6,"DEELTIJD","ECONOMIE",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2018-09-01T00:00:00",NA,"2026-01-29T00:00:00",NA,NA,NA,"2031-11-01T00:00:00",NA,NA,NA,NA,NA
60,42609,"Stichting Christel. Hogesch. Windesheim","01VU","Christelijke Hogeschool Windesheim","01VU00","Christelijke Hogeschool Windesheim; Zwolle","Zwolle","ZWOLLE",34035,NA,"1001O2781",NA,"Bedrijfskunde","Business Administration","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_SCIENCE",NA,6,6,"VOLTIJD","ECONOMIE",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2018-09-01T00:00:00",NA,"2026-01-29T00:00:00",NA,NA,NA,"2031-11-01T00:00:00",NA,NA,NA,NA,NA
61,42609,"Stichting Christel. Hogesch. Windesheim","01VU","Christelijke Hogeschool Windesheim","01VU00","Christelijke Hogeschool Windesheim; Zwolle","Zwolle","ZWOLLE",34040,NA,"1001O2808",NA,"Sportkunde","Sport Studies","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_ARTS",NA,6,6,"VOLTIJD","GEDRAG_EN_MAATSCHAPPIJ",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","AANVULLENDE_EISEN",48,"2002-09-01T00:00:00",NA,"2022-02-17T00:00:00","2022-02-17T00:00:00",NA,NA,"2027-05-01T00:00:00",NA,NA,NA,NA,NA
62,42609,"Stichting Christel. Hogesch. Windesheim","01VU","Christelijke Hogeschool Windesheim","01VU00","Christelijke Hogeschool Windesheim; Zwolle","Zwolle","ZWOLLE",34116,NA,"1001O2920",NA,"Social Work","Social Work","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_SOCIAL_WORK",NA,6,6,"DEELTIJD","GEDRAG_EN_MAATSCHAPPIJ",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2017-09-01T00:00:00",NA,"2025-06-11T00:00:00",NA,NA,NA,"2031-05-01T00:00:00",NA,NA,NA,NA,NA
63,42609,"Stichting Christel. Hogesch. Windesheim","01VU","Christelijke Hogeschool Windesheim","01VU00","Christelijke Hogeschool Windesheim; Zwolle","Zwolle","ZWOLLE",34116,NA,"1001O2920",NA,"Social Work","Social Work","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_SOCIAL_WORK",NA,6,6,"DUAAL","GEDRAG_EN_MAATSCHAPPIJ",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2023-09-01T00:00:00",NA,"2025-06-11T00:00:00",NA,NA,NA,"2031-05-01T00:00:00",NA,NA,NA,NA,NA
64,42609,"Stichting Christel. Hogesch. Windesheim","01VU","Christelijke Hogeschool Windesheim","01VU00","Christelijke Hogeschool Windesheim; Zwolle","Zwolle","ZWOLLE",34116,NA,"1001O2920",NA,"Social Work","Social Work","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_SOCIAL_WORK",NA,6,6,"VOLTIJD","GEDRAG_EN_MAATSCHAPPIJ",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2017-09-01T00:00:00",NA,"2025-06-11T00:00:00",NA,NA,NA,"2031-05-01T00:00:00",NA,NA,NA,NA,NA
65,42609,"Stichting Christel. Hogesch. Windesheim","01VU","Christelijke Hogeschool Windesheim","01VU00","Christelijke Hogeschool Windesheim; Zwolle","Zwolle","ZWOLLE",34263,NA,"1001O3046",NA,"Bouwkunde","Architecture and Construction Engineering","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_SCIENCE",NA,6,6,"VOLTIJD","TECHNIEK",NA,"HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2002-09-01T00:00:00",NA,"2019-08-20T00:00:00","2019-08-20T00:00:00",NA,NA,"2025-05-01T00:00:00",NA,NA,"2026-11-02T00:00:00","ART_5_16_LID_4",NA
66,42609,"Stichting Christel. Hogesch. Windesheim","01VU","Christelijke Hogeschool Windesheim","01VU00","Christelijke Hogeschool Windesheim; Zwolle","Zwolle","ZWOLLE",34267,NA,"1001O3071",NA,"Elektrotechniek","Electrical and Electronic Engineering","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_SCIENCE",NA,6,6,"VOLTIJD","TECHNIEK",NA,"HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2002-09-01T00:00:00",NA,"2025-10-27T00:00:00",NA,NA,NA,"2031-05-01T00:00:00",NA,NA,NA,NA,NA
67,42609,"Stichting Christel. Hogesch. Windesheim","01VU","Christelijke Hogeschool Windesheim","01VU00","Christelijke Hogeschool Windesheim; Zwolle","Zwolle","ZWOLLE",34279,NA,"1001O3165",NA,"Civiele Techniek","Civil Engineering","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_SCIENCE",NA,6,6,"VOLTIJD","TECHNIEK",NA,"HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2002-09-01T00:00:00",NA,"2026-01-06T00:00:00",NA,NA,NA,"2031-11-01T00:00:00",NA,NA,NA,NA,NA
68,42609,"Stichting Christel. Hogesch. Windesheim","01VU","Christelijke Hogeschool Windesheim","01VU00","Christelijke Hogeschool Windesheim; Zwolle","Zwolle","ZWOLLE",34280,NA,"1001O3188",NA,"Werktuigbouwkunde","Mechanical Engineering","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_SCIENCE",NA,6,6,"VOLTIJD","TECHNIEK",NA,"HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2002-09-01T00:00:00",NA,"2025-05-26T00:00:00",NA,NA,NA,"2031-05-01T00:00:00",NA,NA,NA,NA,NA
69,42609,"Stichting Christel. Hogesch. Windesheim","01VU","Christelijke Hogeschool Windesheim","01VU00","Christelijke Hogeschool Windesheim; Zwolle","Zwolle","ZWOLLE",34389,NA,"1001O3300",NA,"Industrieel Product Ontwerpen","Industrial Design Engineering","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_SCIENCE",NA,6,6,"VOLTIJD","TECHNIEK",NA,"HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2002-09-01T00:00:00",NA,"2025-01-27T00:00:00",NA,NA,NA,"2030-11-01T00:00:00",NA,NA,NA,NA,NA
70,42609,"Stichting Christel. Hogesch. Windesheim","01VU","Christelijke Hogeschool Windesheim","01VU00","Christelijke Hogeschool Windesheim; Zwolle","Zwolle","ZWOLLE",34390,NA,"1001O3310",NA,"Logistics Engineering","Logistics Engineering","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_SCIENCE",NA,6,6,"VOLTIJD","TECHNIEK",NA,"HOOG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2002-09-01T00:00:00",NA,"2023-08-28T00:00:00","2023-08-28T00:00:00",NA,NA,"2029-05-01T00:00:00",NA,NA,NA,NA,NA
71,42609,"Stichting Christel. Hogesch. Windesheim","01VU","Christelijke Hogeschool Windesheim","01VU00","Christelijke Hogeschool Windesheim; Zwolle","Zwolle","ZWOLLE",34402,NA,"1001O3412",NA,"Commerciële Economie","Marketing Management","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_SCIENCE",NA,6,6,"VOLTIJD","ECONOMIE",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2002-09-01T00:00:00",NA,"2020-06-29T00:00:00","2020-06-29T00:00:00",NA,NA,"2026-05-01T00:00:00",NA,NA,"2027-11-02T00:00:00","ART_5_16_LID_4",NA
72,42609,"Stichting Christel. Hogesch. Windesheim","01VU","Christelijke Hogeschool Windesheim","01VU00","Christelijke Hogeschool Windesheim; Zwolle","Zwolle","ZWOLLE",34405,NA,"1001O3492",NA,"Communicatie","Communication","OPLEIDING",240,"ECTS_PUNT","HBO-BA","BACHELOR","OF_ARTS",NA,6,6,"VOLTIJD","ECONOMIE",NA,"LAAG","WETTELIJK","GEEN_BEROEPSEISEN","ALGEMEEN",NA,"BEKOSTIGD","GEEN_AANVULLENDE_EISEN",48,"2002-09-01T00:00:00",NA,"2024-01-30T00:00:00","2024-01-30T00:00:00",NA,NA,"2029-11-01T00:00:00",NA,NA,NA,NA,NA
